id,name,party,chamber,state,district,start,end
R000497,Warren Rudman,Republican,sen,NH,N/A,1987-01-06,1993-01-03
S001138,Steven Symms,Republican,sen,ID,N/A,1987-01-06,1993-01-03
W000647,Timothy Wirth,Democrat,sen,CO,N/A,1987-01-06,1993-01-03
B000592,Corinne Boggs,Democrat,rep,LA,2,1989-01-03,1991-01-03
D000030,John Danforth,Republican,sen,MO,N/A,1989-01-03,1995-01-03
D000566,David Durenberger,Republican,sen,MN,N/A,1989-01-03,1995-01-03
M000678,Howard Metzenbaum,Democrat,sen,OH,N/A,1989-01-03,1995-01-03
R000249,Donald Riegle,Democrat,sen,MI,N/A,1989-01-03,1995-01-03
B001225,William Bradley,Democrat,sen,NJ,N/A,1991-01-03,1997-01-03
G000105,Joseph Gaydos,Democrat,rep,PA,20,1991-01-03,1993-01-03
J000047,Craig James,Republican,rep,FL,4,1991-01-03,1993-01-03
J000189,John Johnston,Democrat,sen,LA,N/A,1991-01-03,1997-01-03
N000171,Samuel Nunn,Democrat,sen,GA,N/A,1991-01-03,1997-01-03
P000193,Claiborne Pell,Democrat,sen,RI,N/A,1991-01-03,1997-01-03
P000556,David Pryor,Democrat,sen,AR,N/A,1991-01-03,1997-01-03
S000423,Paul Simon,Democrat,sen,IL,N/A,1991-01-03,1997-01-03
S000429,Alan Simpson,Republican,sen,WY,N/A,1991-01-03,1997-01-03
B001057,Dale Bumpers,Democrat,sen,AR,N/A,1993-01-05,1999-01-03
M001088,Austin Murphy,Democrat,rep,PA,20,1993-01-05,1995-01-03
D000209,Ron de Lugo,Democrat,rep,VI,N/A,1993-01-05,1995-01-03
B000318,Anthony Beilenson,Democrat,rep,CA,24,1995-01-04,1997-01-03
B000817,William Brewster,Democrat,rep,OK,3,1995-01-04,1997-01-03
B000993,Richard Bryan,Democrat,sen,NV,N/A,1995-01-04,2001-01-03
B000431,Tom Bevill,Democrat,rep,AL,4,1995-01-04,1997-01-03
C000523,William Clinger,Republican,rep,PA,5,1995-01-04,1997-01-03
C000621,Ronald Coleman,Democrat,rep,TX,16,1995-01-04,1997-01-03
C000634,Cardiss Collins,Democrat,rep,IL,7,1995-01-04,1997-01-03
C000737,Wes Cooley,Republican,rep,OR,2,1995-01-04,1997-01-03
F000110,Cleo Fields,Democrat,rep,LA,4,1995-01-04,1997-01-03
F000111,Jack Fields,Republican,rep,TX,8,1995-01-04,1997-01-03
G000134,Preston Geren,Democrat,rep,TX,12,1995-01-04,1997-01-03
G000153,Sam Gibbons,Democrat,rep,FL,11,1995-01-04,1997-01-03
H000151,Melton Hancock,Republican,rep,MO,7,1995-01-04,1997-01-03
G000524,Steven Gunderson,Republican,rep,WI,3,1995-01-04,1997-01-03
J000033,Andrew Jacobs,Democrat,rep,IN,10,1995-01-04,1997-01-03
J000187,Harry Johnston,Democrat,rep,FL,19,1995-01-04,1997-01-03
K000146,J. Kerrey,Democrat,sen,NE,N/A,1995-01-04,2001-01-03
M000019,Connie Mack,Republican,sen,FL,N/A,1995-01-04,2001-01-03
M000684,Jan Meyers,Republican,rep,KS,3,1995-01-04,1997-01-03
M000865,Gillespie Montgomery,Democrat,rep,MS,3,1995-01-04,1997-01-03
M001130,John Myers,Republican,rep,IN,7,1995-01-04,1997-01-03
M000926,Carlos Moorhead,Republican,rep,CA,27,1995-01-04,1997-01-03
M001054,Daniel Moynihan,Democrat,sen,NY,N/A,1995-01-04,2001-01-03
Q000013,James Quillen,Republican,rep,TN,1,1995-01-04,1997-01-03
P000259,Douglas Peterson,Democrat,rep,FL,2,1995-01-04,1997-01-03
P000152,Lewis Payne,Democrat,rep,VA,5,1995-01-04,1997-01-03
R000459,Toby Roth,Republican,rep,WI,8,1995-01-04,1997-01-03
R000436,Charles Rose,Democrat,rep,NC,7,1995-01-04,1997-01-03
S000142,Patricia Schroeder,Democrat,rep,CO,1,1995-01-04,1997-01-03
S001040,Gerry Studds,Democrat,rep,MA,10,1995-01-04,1997-01-03
G000408,Enid Greene Waldholtz,Republican,rep,UT,2,1995-01-04,1997-01-03
W000068,Robert Walker,Republican,rep,PA,16,1995-01-04,1997-01-03
W000570,Charles Wilson,Democrat,rep,TX,2,1995-01-04,1997-01-03
W000520,John Williams,Democrat,rep,MT,1,1995-01-04,1997-01-03
D000203,Eligio de la Garza,Democrat,rep,TX,15,1995-01-04,1997-01-03
F000053,Victor Fazio,Democrat,rep,CA,3,1997-01-07,1999-01-03
F000434,Elizabeth Furse,Democrat,rep,OR,1,1997-01-07,1999-01-03
G000272,Henry González,Democrat,rep,TX,20,1997-01-07,1999-01-03
H000448,Willie Hefner,Democrat,rep,NC,8,1997-01-07,1999-01-03
H000114,Lee Hamilton,Democrat,rep,IN,9,1997-01-07,1999-01-03
K000110,Joseph Kennedy,Democrat,rep,MA,8,1997-01-07,1999-01-03
K000274,Scott Klug,Republican,rep,WI,2,1997-01-07,1999-01-03
M000117,Thomas Manton,Democrat,rep,NY,7,1997-01-07,1999-01-03
M000399,Joseph McDade,Republican,rep,PA,10,1997-01-07,1999-01-03
P000066,Michael Parker,Republican,rep,MS,4,1997-01-07,1999-01-03
P000148,L. Paxon,Republican,rep,NY,27,1997-01-07,1999-01-03
S000109,Daniel Schaefer,Republican,rep,CO,6,1997-01-07,1999-01-03
S000462,David Skaggs,Democrat,rep,CO,2,1997-01-07,1999-01-03
S000607,Robert Smith,Republican,rep,OR,2,1997-01-07,1999-01-03
S000675,Gerald Solomon,Republican,rep,NY,22,1997-01-07,1999-01-03
S000948,Louis Stokes,Democrat,rep,OH,11,1997-01-07,1999-01-03
T000254,J. Thurmond,Republican,sen,SC,N/A,1997-01-07,2003-01-03
T000316,Esteban Torres,Democrat,rep,CA,34,1997-01-07,1999-01-03
B000179,Bill Barrett,Republican,rep,NE,3,1999-01-06,2001-01-03
A000215,Bill Archer,Republican,rep,TX,7,1999-01-06,2001-01-03
Y000013,Sidney Yates,Democrat,rep,IL,9,1997-01-07,1999-01-03
B000556,Tom Bliley,Republican,rep,VA,7,1999-01-06,2001-01-03
B000780,John Breaux,Democrat,sen,LA,N/A,1999-01-06,2005-01-03
C000077,Ben Campbell,Republican,sen,CO,N/A,1999-01-06,2005-01-03
C000107,Charles Canady,Republican,rep,FL,12,1999-01-06,2001-01-03
C000345,Helen Chenoweth-Hage,Republican,rep,ID,1,1999-01-06,2001-01-03
C000488,William Clay,Democrat,rep,MO,1,1999-01-06,2001-01-03
D000046,Pat Danner,Democrat,rep,MO,6,1999-01-06,2001-01-03
E000282,Thomas Ewing,Republican,rep,IL,15,1999-01-06,2001-01-03
F000442,Peter Fitzgerald,Republican,sen,IL,N/A,1999-01-06,2005-01-03
F000328,Tillie Fowler,Republican,rep,FL,4,1999-01-06,2001-01-03
G000352,Bob Graham,Democrat,sen,FL,N/A,1999-01-06,2005-01-03
G000291,William Goodling,Republican,rep,PA,19,1999-01-06,2001-01-03
H000725,Ernest Hollings,Democrat,sen,SC,N/A,1999-01-06,2005-01-03
H000605,Rick Hill,Republican,rep,MT,N/A,1999-01-06,2001-01-03
K000016,John Kasich,Republican,rep,OH,12,1999-01-06,2001-01-03
M000669,Jack Metcalf,Republican,rep,WA,2,1999-01-06,2001-01-03
N000102,Don Nickles,Republican,sen,OK,N/A,1999-01-06,2005-01-03
P000005,Ron Packard,Republican,rep,CA,48,1999-01-06,2001-01-03
P000171,Edward Pease,Republican,rep,IN,7,1999-01-06,2001-01-03
P000326,Owen Pickett,Democrat,rep,VA,2,1999-01-06,2001-01-03
P000444,John Porter,Republican,rep,IL,10,1999-01-06,2001-01-03
W000654,Robert Wise,Democrat,rep,WV,2,1999-01-06,2001-01-03
V000087,Bruce Vento,Democrat,rep,MN,4,1999-01-06,2001-01-03
M001141,Zell Miller,Democrat,sen,GA,N/A,2000-07-24,2005-01-03
R000258,Bob Riley,Republican,rep,AL,3,2001-01-03,2003-01-03
W000210,J.C. Watts,Republican,rep,OK,4,2001-01-03,2003-01-03
T000024,James Talent,Republican,sen,MO,N/A,2002-11-25,2007-01-03
A000109,Wayne Allard,Republican,sen,CO,N/A,2003-01-07,2009-01-03
C000858,Larry Craig,Republican,sen,ID,N/A,2003-01-07,2009-01-03
D000407,Pete Domenici,Republican,sen,NM,N/A,2003-01-07,2009-01-03
H001028,Charles Hagel,Republican,sen,NE,N/A,2003-01-07,2009-01-03
O000164,Doug Ose,Republican,rep,CA,3,2003-01-07,2005-01-03
S001078,John Sununu,Republican,sen,NH,N/A,2003-01-07,2009-01-03
B001233,Evan Bayh,Democrat,sen,IN,N/A,2005-01-04,2011-01-03
W000154,John Warner,Republican,sen,VA,N/A,2003-01-07,2009-01-03
B000953,Samuel Brownback,Republican,sen,KS,N/A,2005-01-04,2011-01-03
B000611,Christopher Bond,Republican,sen,MO,N/A,2005-01-04,2011-01-03
B001066,Jim Bunning,Republican,sen,KY,N/A,2005-01-04,2011-01-03
D000388,Christopher Dodd,Democrat,sen,CT,N/A,2005-01-04,2011-01-03
D000432,Byron Dorgan,Democrat,sen,ND,N/A,2005-01-04,2011-01-03
G000152,James Gibbons,Republican,rep,NV,2,2005-01-04,2007-01-03
G000445,Judd Gregg,Republican,sen,NH,N/A,2005-01-04,2011-01-03
O000166,C.L. Otter,Republican,rep,ID,1,2005-01-04,2007-01-03
S001004,Ted Strickland,Democrat,rep,OH,6,2005-01-04,2007-01-03
V000126,George Voinovich,Republican,sen,OH,N/A,2005-01-04,2011-01-03
C000962,Barbara Cubin,Republican,rep,WY,N/A,2007-01-04,2009-01-03
C000868,Robert Cramer,Democrat,rep,AL,5,2007-01-04,2009-01-03
D000429,John Doolittle,Republican,rep,CA,4,2007-01-04,2009-01-03
E000268,Terry Everett,Republican,rep,AL,2,2007-01-04,2009-01-03
F000443,Michael Ferguson,Republican,rep,NJ,7,2007-01-04,2009-01-03
F000440,Vito Fossella,Republican,rep,NY,13,2007-01-04,2009-01-03
H000666,David Hobson,Republican,rep,OH,7,2007-01-04,2009-01-03
H000762,Darlene Hooley,Democrat,rep,OR,5,2007-01-04,2009-01-03
H000981,Duncan Hunter,Republican,rep,CA,52,2007-01-04,2009-01-03
L000552,Ray LaHood,Republican,rep,IL,18,2007-01-04,2009-01-03
L000293,Ron Lewis,Republican,rep,KY,2,2007-01-04,2009-01-03
M000388,James McCrery,Republican,rep,LA,4,2007-01-04,2009-01-03
M000590,Michael McNulty,Democrat,rep,NY,21,2007-01-04,2009-01-03
P000323,Charles Pickering,Republican,rep,MS,3,2007-01-04,2009-01-03
P000263,John Peterson,Republican,rep,PA,5,2007-01-04,2009-01-03
P000555,Deborah Pryce,Republican,rep,OH,15,2007-01-04,2009-01-03
R000033,James Ramstad,Republican,rep,MN,3,2007-01-04,2009-01-03
R000141,Ralph Regula,Republican,rep,OH,16,2007-01-04,2009-01-03
R000574,Rick Renzi,Republican,rep,AZ,1,2007-01-04,2009-01-03
R000569,Thomas Reynolds,Republican,rep,NY,26,2007-01-04,2009-01-03
S000097,H. Saxton,Republican,rep,NJ,3,2007-01-04,2009-01-03
T000458,Thomas Tancredo,Republican,rep,CO,6,2007-01-04,2009-01-03
W000099,James Walsh,Republican,rep,NY,25,2007-01-04,2009-01-03
W000267,David Weldon,Republican,rep,FL,15,2007-01-04,2009-01-03
W000273,Gerald Weller,Republican,rep,IL,11,2007-01-04,2009-01-03
B001229,Brian Baird,Democrat,rep,WA,3,2009-01-06,2011-01-03
B000420,Robert Berry,Democrat,rep,AR,1,2009-01-06,2011-01-03
B001235,Henry Brown,Republican,rep,SC,1,2009-01-06,2011-01-03
E000092,Vernon Ehlers,Republican,rep,MI,3,2009-01-06,2011-01-03
K000113,Patrick Kennedy,Democrat,rep,RI,1,2009-01-06,2011-01-03
M001140,Dennis Moore,Democrat,rep,KS,3,2009-01-06,2011-01-03
R000004,George Radanovich,Republican,rep,CA,19,2009-01-06,2011-01-03
S000275,John Shadegg,Republican,rep,AZ,3,2009-01-06,2011-01-03
S000672,Victor Snyder,Democrat,rep,AR,2,2009-01-06,2011-01-03
S001045,Bart Stupak,Democrat,rep,MI,1,2009-01-06,2011-01-03
W000794,Diane Watson,Democrat,rep,CA,33,2009-01-06,2011-01-03
M001147,Thaddeus McCotter,Republican,rep,MI,11,2011-01-05,2012-07-06
B000468,Jeff Bingaman,Democrat,sen,NM,N/A,2007-01-04,2013-01-03
A000069,Daniel Akaka,Democrat,sen,HI,N/A,2007-01-04,2013-01-03
C000705,Kent Conrad,Democrat,sen,ND,N/A,2007-01-04,2013-01-03
H001016,Kay Hutchison,Republican,sen,TX,N/A,2007-01-04,2013-01-03
K000305,Herbert Kohl,Democrat,sen,WI,N/A,2007-01-04,2013-01-03
K000352,Jon Kyl,Republican,sen,AZ,N/A,2007-01-04,2013-01-03
K000352,Jon Kyl,Republican,sen,AZ,N/A,2007-01-04,2013-01-03
L000304,Joseph Lieberman,Independent,sen,CT,N/A,2007-01-04,2013-01-03
N000180,Ben Nelson,Democrat,sen,NE,N/A,2007-01-04,2013-01-03
S000663,Olympia Snowe,Republican,sen,ME,N/A,2007-01-04,2013-01-03
W000803,Jim Webb,Democrat,sen,VA,N/A,2007-01-04,2013-01-03
A000022,Gary Ackerman,Democrat,rep,NY,5,2011-01-05,2013-01-03
A000365,Steve Austria,Republican,rep,OH,7,2011-01-05,2013-01-03
B001254,Dan Boren,Democrat,rep,OK,2,2011-01-05,2013-01-03
B001149,Dan Burton,Republican,rep,IN,5,2011-01-05,2013-01-03
C000794,Jerry Costello,Democrat,rep,IL,12,2011-01-05,2013-01-03
D000327,Norman Dicks,Democrat,rep,WA,6,2011-01-05,2013-01-03
F000339,Barney Frank,Democrat,rep,MA,4,2011-01-05,2013-01-03
G000021,Elton Gallegly,Republican,rep,CA,24,2011-01-05,2013-01-03
D000492,David Dreier,Republican,rep,CA,26,2011-01-05,2013-01-03
G000544,Charles Gonzalez,Democrat,rep,TX,20,2011-01-05,2013-01-03
H000528,Walter Herger,Republican,rep,CA,2,2011-01-05,2013-01-03
J000285,Timothy Johnson,Republican,rep,IL,15,2011-01-05,2013-01-03
K000172,Dale Kildee,Democrat,rep,MI,5,2011-01-05,2013-01-03
L000553,Steven LaTourette,Republican,rep,OH,14,2011-01-05,2013-01-03
L000274,Jerry Lewis,Republican,rep,CA,41,2011-01-05,2013-01-03
M001154,R. Miller,Democrat,rep,NC,13,2011-01-05,2013-01-03
M001134,Sue Myrick,Republican,rep,NC,9,2011-01-05,2013-01-03
O000085,John Olver,Democrat,rep,MA,1,2011-01-05,2013-01-03
P000587,Mike Pence,Republican,rep,IN,6,2011-01-05,2013-01-03
P000583,Ronald Paul,Republican,rep,TX,14,2011-01-05,2013-01-03
P000585,Todd Platts,Republican,rep,PA,19,2011-01-05,2013-01-03
R000573,Mike Ross,Democrat,rep,AR,4,2011-01-05,2013-01-03
S001171,Heath Shuler,Democrat,rep,NC,11,2011-01-05,2013-01-03
T000326,Edolphus Towns,Democrat,rep,NY,10,2011-01-05,2013-01-03
W000738,Lynn Woolsey,Democrat,rep,CA,6,2011-01-05,2013-01-03
C000286,Saxby Chambliss,Republican,sen,GA,N/A,2009-01-06,2015-01-03
H000206,Thomas Harkin,Democrat,sen,IA,N/A,2009-01-06,2015-01-03
J000177,Tim Johnson,Democrat,sen,SD,N/A,2009-01-06,2015-01-03
L000261,Carl Levin,Democrat,sen,MI,N/A,2009-01-06,2015-01-03
R000361,John Rockefeller,Democrat,sen,WV,N/A,2009-01-06,2015-01-03
B001256,Michele Bachmann,Republican,rep,MN,6,2013-01-03,2015-01-03
B000013,Spencer Bachus,Republican,rep,AL,6,2013-01-03,2015-01-03
C001064,John Campbell,Republican,rep,CA,45,2013-01-03,2015-01-03
C000071,Dave Camp,Republican,rep,MI,4,2013-01-03,2015-01-03
D000355,John Dingell,Democrat,rep,MI,12,2013-01-03,2015-01-03
G000549,Jim Gerlach,Republican,rep,PA,6,2013-01-03,2015-01-03
G000567,Tim Griffin,Republican,rep,AR,2,2013-01-03,2015-01-03
H000329,Doc Hastings,Republican,rep,WA,4,2013-01-03,2015-01-03
M001142,Jim Matheson,Democrat,rep,UT,4,2013-01-03,2015-01-03
M000309,Carolyn McCarthy,Democrat,rep,NY,4,2013-01-03,2015-01-03
M000508,Howard McKeon,Republican,rep,CA,25,2013-01-03,2015-01-03
L000111,Tom Latham,Republican,rep,IA,3,2013-01-03,2015-01-03
M000933,James Moran,Democrat,rep,VA,8,2013-01-03,2015-01-03
M000725,George Miller,Democrat,rep,CA,11,2013-01-03,2015-01-03
M001139,Gary Miller,Republican,rep,CA,31,2013-01-03,2015-01-03
O000169,William Owens,Democrat,rep,NY,21,2013-01-03,2015-01-03
P000099,Ed Pastor,Democrat,rep,AZ,7,2013-01-03,2015-01-03
P000265,Thomas Petri,Republican,rep,WI,6,2013-01-03,2015-01-03
R000594,Jon Runyan,Republican,rep,NJ,3,2013-01-03,2015-01-03
R000572,Mike Rogers,Republican,rep,MI,8,2013-01-03,2015-01-03
W000215,Henry Waxman,Democrat,rep,CA,33,2013-01-03,2015-01-03
W000672,Frank Wolf,Republican,rep,VA,10,2013-01-03,2015-01-03
J000291,Mike Johanns,Republican,sen,NE,N/A,2009-01-06,2015-01-03
H001063,Janice Hahn,Democrat,rep,CA,44,2015-01-06,2016-12-04
B000711,Barbara Boxer,Democrat,sen,CA,N/A,2011-01-05,2017-01-03
B000711,Barbara Boxer,Democrat,sen,CA,N/A,2011-01-05,2017-01-03
C000542,Daniel Coats,Republican,sen,IN,N/A,2011-01-05,2017-01-03
C000542,Daniel Coats,Republican,sen,IN,N/A,2011-01-05,2017-01-03
M001150,Candice Miller,Republican,rep,MI,10,2015-01-06,2016-12-31
M000702,Barbara Mikulski,Democrat,sen,MD,N/A,2011-01-05,2017-01-03
R000146,Harry Reid,Democrat,sen,NV,N/A,2011-01-05,2017-01-03
V000127,David Vitter,Republican,sen,LA,N/A,2011-01-05,2017-01-03
B001271,Dan Benishek,Republican,rep,MI,1,2015-01-06,2017-01-03
C001036,Lois Capps,Democrat,rep,CA,24,2015-01-06,2017-01-03
C001083,John Carney,Democrat,rep,DE,N/A,2015-01-06,2017-01-03
C001045,Ander Crenshaw,Republican,rep,FL,4,2015-01-06,2017-01-03
F000451,Michael Fitzpatrick,Republican,rep,PA,8,2015-01-06,2017-01-03
F000458,Stephen Fincher,Republican,rep,TN,8,2015-01-06,2017-01-03
F000030,Sam Farr,Democrat,rep,CA,20,2015-01-06,2017-01-03
G000564,Christopher Gibson,Republican,rep,NY,19,2015-01-06,2017-01-03
H001051,Richard Hanna,Republican,rep,NY,22,2015-01-06,2017-01-03
H000636,Rubén Hinojosa,Democrat,rep,TX,15,2015-01-06,2017-01-03
H001060,Robert Hurt,Republican,rep,VA,5,2015-01-06,2017-01-03
K000363,John Kline,Republican,rep,MN,2,2015-01-06,2017-01-03
I000057,Steve Israel,Democrat,rep,NY,3,2015-01-06,2017-01-03
L000571,Cynthia Lummis,Republican,rep,WY,N/A,2015-01-06,2017-01-03
M000404,Jim McDermott,Democrat,rep,WA,7,2015-01-06,2017-01-03
M001144,Jeff Miller,Republican,rep,FL,1,2015-01-06,2017-01-03
N000182,Randy Neugebauer,Republican,rep,TX,19,2015-01-06,2017-01-03
P000373,Joseph Pitts,Republican,rep,PA,16,2015-01-06,2017-01-03
R000053,Charles Rangel,Democrat,rep,NY,13,2015-01-06,2017-01-03
R000587,Reid Ribble,Republican,rep,WI,8,2015-01-06,2017-01-03
R000589,Edward Rigell,Republican,rep,VA,2,2015-01-06,2017-01-03
W000796,Lynn Westmoreland,Republican,rep,GA,3,2015-01-06,2017-01-03
S000018,Matt Salmon,Republican,rep,AZ,5,2015-01-06,2017-01-03
S000018,Matt Salmon,Republican,rep,AZ,5,2015-01-06,2017-01-03
C001102,Curtis Clawson,Republican,rep,FL,19,2015-01-06,2017-01-03
G000575,Gwen Graham,Democrat,rep,FL,2,2015-01-06,2017-01-03
